10,10,10,10,10,10,13,17,17,17,17,17,17,17,13,14,14,14,14,14,14,14,14,14,14,14,16,16,16,16,11,16,16,16,16,14,14,14,17,11,14,14,14,14,14,14,14,14,15,15,
10,10,10,10,10,13,13,13,17,17,17,17,17,13,13,13,14,14,14,14,14,14,14,14,14,14,16,16,16,16,11,16,16,16,16,14,14,14,17,11,14,14,14,16,16,14,14,14,15,15,
16,16,16,16,16,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,16,16,16,16,11,16,16,16,16,14,14,14,17,11,14,16,14,14,14,14,14,14,15,15,
16,16,16,16,16,13,13,13,14,14,14,14,14,13,13,13,14,14,14,14,14,14,14,14,14,14,16,16,16,16,11,16,16,16,16,14,14,14,14,6,2,14,14,14,14,14,14,14,15,15,
16,16,16,16,16,16,13,14,14,14,14,14,14,14,14,14,14,14,14,17,17,14,14,17,14,14,14,14,14,14,11,14,14,14,14,14,14,14,14,14,11,14,14,14,14,14,14,14,15,15,
16,16,16,16,16,16,13,14,14,14,14,14,14,14,14,14,14,14,17,16,14,14,14,17,14,14,14,14,14,14,11,14,14,14,14,14,14,14,14,14,11,14,14,14,14,14,14,14,15,15,
16,16,16,16,16,16,13,14,14,14,14,14,17,14,14,14,14,14,14,16,14,14,14,17,14,14,14,14,14,14,11,14,14,14,14,14,14,13,14,14,11,14,14,14,14,14,14,14,15,15,
16,16,16,16,16,16,13,14,14,14,14,14,17,17,14,14,14,14,14,16,14,14,14,14,17,14,14,14,14,14,11,14,14,14,14,14,13,13,14,14,4,14,13,17,14,14,14,14,15,15,
16,16,16,16,16,13,13,13,14,14,14,14,14,14,17,14,14,14,14,16,14,14,17,14,17,14,14,14,14,14,11,14,14,14,14,14,17,9,2,14,3,14,17,13,14,14,14,14,15,15,
13,13,13,13,13,13,13,13,14,14,14,14,14,14,17,17,16,17,17,16,14,14,17,14,17,14,14,14,14,14,11,14,14,14,14,14,13,13,11,14,6,5,14,14,14,14,14,14,15,15,
15,15,14,14,16,13,13,13,14,16,14,14,14,14,14,14,14,16,14,14,17,17,16,14,14,14,14,14,14,14,11,14,14,14,14,14,14,14,4,13,14,14,14,14,14,14,14,14,15,15,
15,15,14,16,16,16,14,16,16,16,14,16,14,14,14,14,14,16,14,14,16,17,17,14,14,14,14,14,14,14,11,14,14,14,14,17,13,17,14,17,13,3,14,13,13,14,14,14,15,15,
15,15,14,16,16,16,16,16,14,16,16,16,14,14,14,14,14,17,17,14,16,14,17,17,14,14,14,14,16,16,11,16,16,14,14,14,14,13,14,13,13,4,14,17,17,14,14,14,15,15,
15,15,14,16,16,16,16,16,16,16,16,16,14,14,14,14,14,17,14,14,14,14,14,17,17,14,14,14,16,16,11,16,16,14,14,14,14,13,17,14,14,14,14,17,13,14,14,14,15,15,
15,15,14,16,16,16,16,16,14,16,16,16,14,3,14,14,14,14,14,14,14,14,14,17,14,14,14,14,16,16,11,16,16,14,14,14,14,14,14,14,14,14,14,14,13,13,14,14,15,15,
15,15,16,16,16,16,16,16,16,16,16,16,16,11,16,16,16,14,14,14,14,14,14,17,14,14,14,14,16,16,11,16,16,14,14,14,14,14,14,14,17,13,14,14,14,13,13,14,15,15,
15,15,16,16,16,16,16,16,16,16,16,16,16,11,16,16,16,14,14,14,14,14,14,14,14,17,14,14,16,16,11,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,
15,15,16,16,16,16,16,16,16,16,16,16,16,11,16,16,16,16,14,14,14,14,14,14,14,14,14,14,16,16,11,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,
15,15,16,16,16,16,16,16,16,16,16,16,16,11,16,16,16,16,16,16,16,16,14,14,14,14,14,14,16,16,11,16,16,14,14,14,16,16,16,16,16,16,14,17,14,14,14,14,15,15,
15,15,16,16,16,17,17,17,16,16,16,16,16,11,16,16,16,16,16,16,16,16,14,14,14,14,14,14,16,16,4,16,16,14,14,14,14,14,17,14,14,14,14,14,14,14,14,14,15,15,
15,15,16,16,16,17,15,17,16,16,16,16,16,11,16,1,12,12,12,12,2,16,14,14,14,14,14,14,16,17,17,17,16,14,14,16,16,14,14,17,16,14,17,14,14,14,14,14,15,15,
15,15,16,16,16,17,17,17,16,16,16,16,16,11,16,11,16,16,16,16,11,16,16,14,14,14,14,16,16,17,17,17,17,16,14,14,14,17,17,14,17,14,17,17,14,14,14,14,15,15,
15,15,16,16,16,16,11,16,16,16,16,16,16,11,16,11,16,1,2,16,11,16,16,14,14,14,14,16,17,17,17,17,17,16,14,14,14,14,17,17,17,17,14,14,17,14,14,14,15,15,
15,15,16,16,16,16,11,16,16,16,16,16,16,11,16,6,12,7,11,16,11,16,16,14,14,14,16,16,17,17,17,17,17,16,16,14,14,14,14,16,16,17,17,16,17,14,14,14,15,15,
15,15,16,16,16,16,11,16,16,16,16,16,16,6,12,12,12,12,7,16,11,16,16,14,14,14,16,17,17,1,12,2,17,17,16,14,14,17,14,14,17,14,17,14,16,17,14,14,15,15,
15,15,16,16,16,16,11,16,16,16,16,16,16,16,16,16,16,16,16,16,11,16,16,14,14,16,16,17,17,11,8,11,17,17,16,16,14,17,17,17,14,14,17,14,16,16,17,14,15,15,
15,15,16,16,16,16,6,12,12,12,12,12,12,12,12,12,12,12,12,12,7,16,16,16,16,16,17,17,17,6,12,7,17,17,17,16,14,14,14,14,14,17,17,14,14,14,14,17,15,15,
15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,16,14,14,17,17,17,17,14,14,14,14,14,14,15,15,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
